event,node,start,end
question,/ameM9v8nctyy8MRHMJfRX7/health/health_barriers,1639307626246,1639307635915
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/debt_amount,1639307635935,1639307651294
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/debt_expenditure,1639307651312,1639307672399
question,/ameM9v8nctyy8MRHMJfRX7/economic_profile/adult_working,1639307672414,1639307677658
question,/ameM9v8nctyy8MRHMJfRX7/protection/protection_question,1639307677676,1639307690930
question,/ameM9v8nctyy8MRHMJfRX7/protection/environmental_dangers,1639307690955,1639307696417
question,/ameM9v8nctyy8MRHMJfRX7/assistance_mod/assist_preference,1639307696437,1639307701115
question,/ameM9v8nctyy8MRHMJfRX7/assistance_mod/cash_safe_market,1639307701143,1639307707532
question,/ameM9v8nctyy8MRHMJfRX7/assistance_mod/feedback_preference,1639307707552,1639307710871
question,/ameM9v8nctyy8MRHMJfRX7/comment_box,1639307710892,1639307905586
end screen,,1639307905611,1639307912414
form save,,1639307913051,
form exit,,1639307913051,
form finalize,,1639307913052,

